id, organizationId, firstName, middleName, lastName, email, identification, nickname, phoneNumber, languageId, countryId, password, officeId, job, seniority, profileImageId, profileImageCode, cv, enabled, organizationalUnit, area, account, project, minTokenTime, birthDate, orgEntryDate, tosRead, tosDateRead, customerMode, giveStarTimestamp, giveStarTransactionId, passwordReset, passwordSent, insertDate, deleteDate, searchCriteria
57,3,username52,NULL,userlastname52,user52@qastarmeup.com,user52@qastarmeup.com,user52,NULL,1,1,1000:71387fb01187dad79b414d1c76a58e94459af3c57f61bda7:86e6c9456600c8812b084a79f2401a54a6dc4b07ea7663592,10,NULL,Senior BA,1,hhlnvraynucudgfrjcal,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,NULL,NULL,user52@qastarmeup.comuserlastname52username52userlastname52user52@qastarmeup.com
58,3,username53,NULL,userlastname53,user53@qastarmeup.com,user53@qastarmeup.com,user53,NULL,1,1,1000:71387fb01187dad79b414d1c76a58e94459af3c57f61bda7:86e6c9456600c8812b084a79f2401a54a6dc4b07ea7663592,10,NULL,Senior BA,1,hhlnvraynucudgfrjcal,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,NULL,NULL,user53@qastarmeup.comuserlastname53username53userlastname53user53@qastarmeup.com
59,3,username54,NULL,userlastname54,user54@qastarmeup.com,user54@qastarmeup.com,user54,NULL,1,1,1000:71387fb01187dad79b414d1c76a58e94459af3c57f61bda7:86e6c9456600c8812b084a79f2401a54a6dc4b07ea7663592,10,NULL,Senior BA,1,hhlnvraynucudgfrjcal,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,NULL,NULL,user54@qastarmeup.comuserlastname54username54userlastname54user54@qastarmeup.com
60,3,username55,NULL,userlastname55,user55@qastarmeup.com,user55@qastarmeup.com,user55,NULL,1,1,1000:71387fb01187dad79b414d1c76a58e94459af3c57f61bda7:86e6c9456600c8812b084a79f2401a54a6dc4b07ea7663592,10,NULL,Senior BA,1,hhlnvraynucudgfrjcal,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,NULL,NULL,user55@qastarmeup.comuserlastname55username55userlastname55user55@qastarmeup.com
61,3,username56,NULL,userlastname56,user56@qastarmeup.com,user56@qastarmeup.com,user56,NULL,1,1,1000:71387fb01187dad79b414d1c76a58e94459af3c57f61bda7:86e6c9456600c8812b084a79f2401a54a6dc4b07ea7663592,10,NULL,Senior BA,1,hhlnvraynucudgfrjcal,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,NULL,NULL,user56@qastarmeup.comuserlastname56username56userlastname56user56@qastarmeup.com
62,3,username57,NULL,userlastname57,user57@qastarmeup.com,user57@qastarmeup.com,user57,NULL,1,1,1000:71387fb01187dad79b414d1c76a58e94459af3c57f61bda7:86e6c9456600c8812b084a79f2401a54a6dc4b07ea7663592,10,NULL,Senior BA,1,hhlnvraynucudgfrjcal,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,NULL,NULL,user57@qastarmeup.comuserlastname57username57userlastname57user57@qastarmeup.com
63,3,username58,NULL,userlastname58,user58@qastarmeup.com,user58@qastarmeup.com,user58,NULL,1,1,1000:71387fb01187dad79b414d1c76a58e94459af3c57f61bda7:86e6c9456600c8812b084a79f2401a54a6dc4b07ea7663592,10,NULL,Senior BA,1,hhlnvraynucudgfrjcal,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,NULL,NULL,user58@qastarmeup.comuserlastname58username58userlastname58user58@qastarmeup.com
64,3,username59,NULL,userlastname59,user59@qastarmeup.com,user59@qastarmeup.com,user59,NULL,2,1,1000:71387fb01187dad79b414d1c76a58e94459af3c57f61bda7:86e6c9456600c8812b084a79f2401a54a6dc4b07ea7663592,10,NULL,Senior BA,1,hhlnvraynucudgfrjcal,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,NULL,NULL,user59@qastarmeup.comuserlastname59username59userlastname59user59@qastarmeup.com
65,3,customerModeUser,NULL,customerModeUserLastname,customer@qastarmeup.com,customer@qastarmeup.com,customer,NULL,1,1,1000:71387fb01187dad79b414d1c76a58e94459af3c57f61bda7:86e6c9456600c8812b084a79f2401a54a6dc4b07ea7663592,10,NULL,Senior BA,1,hhlnvraynucudgfrjcal,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,customer@qastarmeup.comcustomerModeUserLastnamecustomerModeUsercustomerModeUserLastnamecustomer@qastarmeup.com
66,4,Gabriel,NULL,Praino,gabriel.praino@globant.com,gabriel.praino@globant.com,NULL,5491150195340,2,2,1000:bef77911247a73a9ada713654f9c3604f70829d42bf0fd21:d1b489a14fecdd7c74ca7c0aeaf1484122877158a098cbda,12,Gabriel,NULL,1,hhlnvraynucudgfrjcal,NULL,1,NULL,NULL,NULL,NULL,1460065587931,NULL,NULL,0,NULL,0,0,0,1,0,2016-04-01,NULL,Headquartersgabriel.praino@globant.comPrainoGabrielPrainogabriel.praino@globant.comHeadquarters
67,5,user1,NULL,Trial,user1.trial@tatibus.com.ar,user1.trial@tatibus.com.ar,NULL,5491150195340,2,2,1000:3377060b49184091066c23c2d1b96417e47ecdc4db5bae19:4fef7efee6ef8d9d3a0a8ac5161e8df3f94e718944663175,13,User1,NULL,1,hhlnvraynucudgfrjcal,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,2016-04-01,NULL,Headquartersuser1.trial@tatibus.com.arTrialuser1Trialuser1.trial@tatibus.com.arHeadquarters
